formalname_region,formalname_city,address,cadastral_registration_date,stage,built_year,exploitation_start_year,project_type,house_type,floor_count_max,floor_count_min,entrance_count,residents_count,area_total,area_residential,area_non_residential,area_common_property,area_land,monument_status,monument_document_date,monument_document_number,deterioration_total,determined_date,floor_type,wall_material,alarm_reason,alarm_reason_other,alarm_document_number,alarm_has_file,exp_name,exp_document_number,exp_document_date,exp_has_file,commission_document_number,commission_document_date,commission_has_file,further_use,decision_deadline_date,planned_resettlement_date,actual_resettlement_date,planned_rooms_count,planned_rooms_square,planned_ppl_count,planned_demolition_date,resettled_rooms_count,resettled_rooms_square,resettled_ppl_count,empty_rooms_count,empty_rooms_square,redemption_amount,planned_providing_area_square,alarm_document_date,year_alarm_document,date_alarm
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. 2-я Московская, д. 30",03.12.2012,Эксплуатируемый,1947,1947,,Многоквартирный дом,2,2,2,25,"626,5","626,4",,,,Не заполнено,,,,,Не заполнено,Не заполнено,Физический износ,,1469-р,Имеется,"Центр судебных и негосударственных экспертиз ""Индекс""",052-СЭ-75,21.10.2013,Имеется,227,27.11.2014,Имеется,Снос,,01.12.2023,,23,"626,4",13,01.03.2024,,,,,,,,26.09.2016,2016,69
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. 9 Января, д. 1",,Эксплуатируемый,1911,1911,,Многоквартирный дом,2,2,1,16,"188,6","188,5",,,,Не имеется,,,,,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",273/09,13.09.2009,Имеется,33,24.04.2014,Имеется,Снос,,01.12.2024,,6,"187,9",13,01.03.2025,,,,,,,,28.04.2014,2014,103
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Анохина, д. 2",23.01.2013,Эксплуатируемый,1938,1938,,Многоквартирный дом,1,1,1,10,"293,7","293,7",,,,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",372/09,19.11.2009,Имеется,35,24.04.2014,Имеется,Снос,,01.12.2022,,8,"291,1",6,01.03.2023,,,,6,"32,4",,,28.04.2014,2014,76
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Анохина, д. 36",27.12.2014,Эксплуатируемый,1905,1905,,Многоквартирный дом,1,1,1,10,"165,1",160,,,,Не заполнено,,,,,Не заполнено,Не заполнено,Физический износ,,1121-р,Имеется,"ООО ""Экспертстройпроект""",12,28.05.2019,Имеется,68,30.05.2019,Имеется,Снос,,,,2,"40,6",2,01.09.2030,,,,,,,,13.08.2019,2019,114
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Анохина, д. 40",19.11.2012,Эксплуатируемый,1909,1909,,Многоквартирный дом,1,1,2,38,"278,4","245,4",,,,Не заполнено,,,,,Не заполнено,Не заполнено,Физический износ,,1121-р,Имеется,"ООО ""Экспертстройпроект""",10,27.05.2019,Имеется,69,30.05.2019,Имеется,Снос,,,,10,"245,4",38,01.12.2043,,,,,,,,13.08.2019,2019,110
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Анохина, д. 42",28.11.2005,Эксплуатируемый,1909,1909,,Многоквартирный дом,1,1,1,14,277,"276,4",,,,Не заполнено,,,,,Не заполнено,Не заполнено,Физический износ,,1121-р,Имеется,"ООО ""Экспертстройпроект""",11,27.05.2019,Имеется,70,30.05.2019,Имеется,Снос,,,,4,"118,1",11,01.09.2045,,,,,,,,13.08.2019,2019,110
Забайкальский,Антипиха,"край. Забайкальский, г. Чита, п. Антипиха, д. ДОС, 264",,Эксплуатируемый,1952,1952,,Многоквартирный дом,2,2,1,32,"439,6","435,4",,,,Не имеется,,,,,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",279/12,06.09.2012,Имеется,18,24.04.2014,Имеется,Снос,,01.12.2021,,18,"402,8",17,01.03.2022,,,,,,,,28.04.2014,2014,62
Забайкальский,Антипиха,"край. Забайкальский, г. Чита, п. Антипиха, ул. Каларская, д. 21",,Эксплуатируемый,1952,1952,,Многоквартирный дом,2,2,2,27,"434,7","369,7",,,,Не заполнено,,,,,,,Физический износ,,1511-р,Имеется,"ООО ""ЗабКСГ""",090/16,22.08.2016,Имеется,106,15.09.2016,Имеется,Снос,,01.09.2025,,16,"369,7",21,01.12.2025,,,,,,,,29.09.2016,2016,64
Забайкальский,Антипиха,"край. Забайкальский, г. Чита, п. Антипиха, ул. Каларская, д. 22",,Эксплуатируемый,1940,1940,,Многоквартирный дом,2,2,2,31,"544,1","490,9",,"53,2",,Не заполнено,,,,,,,Физический износ,,1838-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",130/16,18.10.2016,Имеется,131,24.11.2016,Имеется,Снос,,01.09.2025,,22,"467,5",30,01.12.2025,,,,,,,,09.12.2016,2016,76
Забайкальский,Антипиха,"край. Забайкальский, г. Чита, п. Антипиха, ул. Каларская, д. 31",,Эксплуатируемый,1952,1952,,Многоквартирный дом,2,2,1,30,"430,3","394,4",,,,Не заполнено,,,,,,,Физический износ,,12,Имеется,"ООО ""ЗабКСГ""",136/16,19.12.2016,Имеется,,,Имеется,Снос,,,,19,"394,4",30,01.09.2024,,,,,,,,26.01.2017,2017,65
Забайкальский,Антипиха,"край. Забайкальский, г. Чита, п. Антипиха, ул. Станционная, д. 16",,Эксплуатируемый,1927,1927,,Многоквартирный дом,1,1,2,17,"170,5","165,2",,,,Не заполнено,,,,,,,Физический износ,,971-р,Имеется,"ООО ""Бюро проверки и разработки ПСД Забайкалстроя""",42/17,30.05.2017,Имеется,38,22.06.2017,Не имеется,Снос,,,,8,"165,2",14,01.09.2024,,,,,,,,08.08.2017,2017,90
Забайкальский,Антипиха,"край. Забайкальский, г. Чита, п. Антипиха, ул. Ундугунская, д. 7",,Эксплуатируемый,1905,1905,,Многоквартирный дом,2,2,2,20,"489,9",350,,,,Не заполнено,,,,,,,Физический износ,,1121-р,Имеется,"ООО ""Экспертстройпроект""",14,31.05.2019,Имеется,86,27.06.2019,Имеется,Снос,,,,2,"53,8",1,01.09.2030,,,,,,,,13.08.2019,2019,114
Забайкальский,Антипиха,"край. Забайкальский, г. Чита, п. Антипиха, ул. Ундугунская, д. 14",,Эксплуатируемый,1952,1952,,Многоквартирный дом,2,2,2,27,"401,5","401,4",,,,Не заполнено,,,,,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",276/09,18.08.2009,Имеется,19,24.04.2014,Имеется,Снос,,01.12.2021,,18,"401,4",27,01.03.2022,,,,,,,,28.04.2014,2014,62
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Апрельская, д. 30",20.12.2012,Эксплуатируемый,1934,1934,,Многоквартирный дом,2,2,3,37,"519,1","499,1",,,,Не заполнено,,,,,Не заполнено,Деревянные,Физический износ,,320-р,Имеется,"ООО ""ЗабКСГ""",80/18,22.11.2018,Имеется,74,26.12.2018,Имеется,Снос,,,,5,"109,6",4,01.09.2030,,,,,,,,12.03.2019,2019,85
Забайкальский,Аэропорт,"край. Забайкальский, г. Чита, п. Аэропорт, ул. Жилой Городок поселка Аэропорт, д. 7",,Эксплуатируемый,1947,1947,,Многоквартирный дом,2,2,1,34,"650,2","506,9",0,0,,Не имеется,,,,,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",301/10,22.10.2010,Имеется,13,24.04.2014,Имеется,Снос,,01.12.2023,,13,"353,5",33,01.03.2024,,,,16,"399,5",,,28.04.2014,2014,67
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Баранского, д. 73",19.11.2012,Эксплуатируемый,1936,1936,,Многоквартирный дом,2,2,2,21,"462,8",332,0,0,,Не имеется,,,70,24.04.2014,Не заполнено,Не заполнено,Физический износ,,1469-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",100/11,12.05.2011,Имеется,40,24.04.2014,Имеется,Снос,,01.12.2023,,14,"331,4",6,01.03.2024,,,,,,,,26.09.2016,2016,80
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Бекетова, д. 45",,Эксплуатируемый,1958,1958,,Многоквартирный дом,1,1,1,7,"266,2","237,8",,,,Не имеется,,,75,24.04.2014,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",113/11,24.05.2011,Имеется,41,24.04.2014,Имеется,Снос,,01.12.2024,,4,"101,3",7,01.03.2025,,,,,,,,28.04.2014,2014,56
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Бекетова, д. 47",,Эксплуатируемый,1896,1896,,Многоквартирный дом,1,1,1,21,160,"145,7",,,,Не заполнено,,,,27.08.2015,,,Физический износ,,3480-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,б/н,28.07.2015,Имеется,63,27.08.2015,Имеется,Снос,,01.12.2023,,7,"145,7",6,01.03.2024,,,,,,,,29.09.2015,2015,119
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Бекетова, д. 90",,Эксплуатируемый,1900,1900,,Многоквартирный дом,1,1,0,12,196,"160,8",,,,Не имеется,,,,24.04.2014,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",293/10,08.10.2010,Имеется,42,24.04.2014,Имеется,Снос,,01.12.2022,,4,136,9,01.03.2023,,,,,,,,28.04.2014,2014,114
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Белорусская, д. 30",10.09.2012,Эксплуатируемый,1959,1959,,Многоквартирный дом,2,2,2,29,"362,8","338,3",,,,Не заполнено,,,,,Не заполнено,Не заполнено,Физический износ,,49-р,Имеется,ООО «ЗабКСГ»,045/16,31.05.2016,Имеется,139,22.12.2016,Имеется,Снос,,,,17,"338,3",29,01.09.2024,,,,,,,,19.01.2017,2017,58
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Бульварная, д. 24а",13.04.2012,Эксплуатируемый,1925,1925,,Многоквартирный дом,1,1,1,31,"249,3","193,9",,,,Не заполнено,,,,20.09.2012,Не заполнено,Не заполнено,Физический износ,,1511-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",136/12,11.09.2012,Имеется,88,20.09.2012,Имеется,Снос,,01.12.2019,,10,182,29,01.03.2020,,,,,,,,16.10.2012,2012,87
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Верхнеудинская, д. 26",,Эксплуатируемый,1920,1920,,Многоквартирный дом,2,2,2,29,300,"254,2",,,,Не заполнено,,,,,,,Физический износ,,999-р,Имеется,"ООО ""Забспецстройпроект""",б/н,20.04.2016,Имеется,72,26.05.2016,Имеется,Снос,,01.09.2025,,10,"229,4",29,01.12.2025,,,,,,,,08.07.2016,2016,96
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Верхнечитинская, д. 9",,Эксплуатируемый,1959,1959,,Многоквартирный дом,1,1,1,10,"138,5","113,7",,,,Не имеется,,,75,24.04.2014,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",30.нояб.,10.02.2011,Имеется,47,24.04.2014,Имеется,Снос,,01.12.2024,,5,"91,1",8,01.03.2025,,,,,,,,28.04.2014,2014,55
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Восточная, д. 86",08.02.2005,Эксплуатируемый,1956,1956,,Многоквартирный дом,1,1,1,11,"169,2","169,2",,,,Не имеется,,,75,20.04.2014,Не заполнено,Не заполнено,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",331/10,23.11.2010,Имеется,48,24.04.2014,Имеется,Снос,,01.12.2023,,8,169,11,01.03.2024,,,,,,,,28.04.2014,2014,58
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Восточная, д. 90",08.02.2005,Эксплуатируемый,,1956,,Многоквартирный дом,1,1,1,7,"198,5","170,4",0,0,,Не имеется,,,75,20.03.2014,Не заполнено,Не заполнено,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",149/11,22.07.2011,Имеется,49,24.04.2014,Имеется,Снос,,01.12.2020,,2,"42,5",1,01.03.2021,,,,,,,,28.04.2014,2014,
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Жерейская, д. 4",28.09.2005,Эксплуатируемый,1957,1957,,Многоквартирный дом,1,1,1,15,"194,9",187,0,0,2045,Не имеется,,,70,24.02.2014,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",96/10,16.02.2010,Имеется,54,24.04.2014,Имеется,Снос,,01.12.2021,,8,"186,2",15,01.03.2022,,,,,,,,28.04.2014,2014,57
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Жерейская, д. 12",,Эксплуатируемый,1959,1959,,Многоквартирный дом,1,1,1,12,200,"185,2",,,,Не заполнено,,,,,,,Физический износ,,741-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,327/10,23.11.2010,Имеется,53,28.04.2016,Имеется,Снос,,01.09.2025,,9,"185,2",11,01.12.2025,,,,,,,,28.04.2016,2016,57
Забайкальский,Восточный,"край. Забайкальский, г. Чита, п. Восточный, ул. Майская, д. 11",,Эксплуатируемый,1958,1958,,Многоквартирный дом,1,1,1,18,"333,4","333,4",0,0,,Не имеется,,,75,24.04.2014,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",78/10,16.03.2010,Имеется,80,24.04.2014,Имеется,Снос,,01.12.2023,,9,"278,6",18,01.03.2024,,,,2,"54,8",,,28.04.2014,2014,56
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Майская, д. 13",,Эксплуатируемый,1956,1956,,Многоквартирный дом,1,1,1,6,172,"171,9",,,,Не имеется,,,,,,,Физический износ,,663-р,Имеется,"ООО ""Строительно-информационная компания ""РИКС""",Т-14/13,25.01.2013,Имеется,81,24.04.2014,Имеется,Снос,,01.12.2021,,8,"171,8",6,01.03.2022,,,,,,,,28.04.2014,2014,58
Забайкальский,Восточный,"край. Забайкальский, г. Чита, п. Восточный, ул. Мира, д. 4",,Эксплуатируемый,1958,1958,,Многоквартирный дом,2,2,1,16,"372,5","340,6",,,660,Не имеется,,,,,,,Физический износ,,2623-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,41/15,18.05.2015,Имеется,41,28.05.2015,Имеется,Снос,,01.12.2024,,18,"340,6",16,01.03.2025,,,,,,,,24.06.2015,2015,57
Забайкальский,Восточный,"край. Забайкальский, г. Чита, п. Восточный, ул. Мира, д. 6",,Эксплуатируемый,,1958,,Многоквартирный дом,2,2,2,4,"338,7","337,4",0,0,,Не имеется,,,70,24.04.2014,,,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,117/12,31.07.2012,Имеется,89,24.04.2014,Имеется,Снос,,01.12.2023,,5,"91,1",4,01.03.2024,,,,,,,,28.04.2014,2014,
Забайкальский,Восточный,"край. Забайкальский, г. Чита, п. Восточный, ул. Мира, д. 12",,Эксплуатируемый,1934,1934,,Многоквартирный дом,1,1,1,9,"155,3","118,6",0,0,,Не имеется,,,75,24.04.2014,,,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,181/10,11.06.2010,Имеется,87,24.04.2014,Имеется,Снос,,01.12.2023,,6,"118,6",8,01.03.2024,,,,,,,,28.04.2014,2014,80
Забайкальский,Восточный,"край. Забайкальский, г. Чита, п. Восточный, ул. Мира, д. 23",,Эксплуатируемый,1948,1948,,Многоквартирный дом,1,1,1,11,"216,2","205,2",,,,Не имеется,,,75,24.04.2014,,,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,50/11,25.02.2011,Имеется,88,24.04.2014,Имеется,Снос,,01.12.2021,,8,"205,1",11,01.03.2022,,,,,,,,28.04.2014,2014,66
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Новопутейская, д. 3",,Эксплуатируемый,1957,1957,,Многоквартирный дом,2,2,2,35,"535,4","532,7",0,0,,Не имеется,,,75,24.04.2014,,,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,212/09,18.06.2009,Имеется,100,24.04.2014,Имеется,Снос,,01.12.2021,,19,"449,1",32,01.03.2022,,,,3,"83,5",,,28.04.2014,2014,57
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Победы, д. 23",,Эксплуатируемый,1954,1954,,Многоквартирный дом,1,1,1,3,"106,3","87,6",,,,Не имеется,,,70,24.04.2014,,,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,53/12,20.04.2012,Имеется,106,24.04.2014,Имеется,Снос,,01.12.2023,,4,60,3,01.03.2024,,,,,,,,28.04.2014,2014,60
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Победы, д. 39",,Эксплуатируемый,1958,1958,,Многоквартирный дом,1,1,1,8,190,"189,9",,,,Не заполнено,,,,,,,Физический износ,,1511-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,67/16,23.06.2016,Имеется,107,15.09.2016,Имеется,Снос,,01.12.2023,,8,"189,8",8,01.03.2024,,,,,,,,29.09.2016,2016,58
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Победы, д. 43",,Эксплуатируемый,1958,1958,,Многоквартирный дом,1,1,1,3,190,"179,1",,,,Не заполнено,,,,,,,Физический износ,,741-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,22/16,02.03.2016,Имеется,56,28.04.2016,Имеется,Снос,,01.09.2025,,4,91,3,01.12.2025,,,,4,"88,1",,,28.04.2016,2016,58
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Угольщиков, д. 18",,Эксплуатируемый,1956,1956,,Многоквартирный дом,1,1,1,5,"190,7","166,9",0,0,,Не имеется,,,,,,,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,46/10,04.02.2010,Имеется,126,24.04.2014,Имеется,Снос,,01.12.2023,,7,"165,9",5,01.03.2024,,,,,,,,28.04.2014,2014,58
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Угольщиков, д. 29",,Эксплуатируемый,1951,1951,,Многоквартирный дом,1,1,2,10,"286,5","286,5",,,,Не имеется,,,,,,,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,71/10,11.02.2010,Имеется,127,24.04.2014,Имеется,Снос,,01.12.2021,,4,"224,2",10,01.03.2022,,,,2,"62,3",,,28.04.2014,2014,63
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Урульгинская, д. 2а",,Эксплуатируемый,1958,1958,,Многоквартирный дом,1,1,1,12,"200,9","192,9",0,0,,Не имеется,,,,28.04.2014,,,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,37/11,15.02.2011,Имеется,131,24.04.2014,Имеется,Снос,,01.12.2023,,8,"192,8",12,01.03.2024,,,,,,,,28.04.2014,2014,56
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Урульгинская, д. 46",,Эксплуатируемый,1956,1956,,Многоквартирный дом,1,1,1,9,190,"170,8",,,,Не заполнено,,,,,,,Физический износ,,1685-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",35/16,14.04.2016,Имеется,119,20.10.2016,Имеется,Снос,,01.09.2025,,9,"170,8",9,01.12.2025,,,,,,,,09.11.2016,2016,60
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Урульгинская, д. 48",,Эксплуатируемый,1958,1958,,Многоквартирный дом,1,1,1,12,200,"178,7",,,,Не заполнено,,,,,,,Физический износ,,741-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,15/16,02.03.2016,Имеется,55,28.04.2016,Имеется,Снос,,01.09.2025,,8,"178,7",12,01.12.2025,,,,,,,,28.04.2016,2016,58
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Урульгинская, д. 91",08.02.2005,Эксплуатируемый,1957,1957,,Многоквартирный дом,1,1,1,12,183,"180,5",0,0,,Не имеется,,,70,24.04.2014,Не заполнено,Не заполнено,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,169/10,31.05.2010,Имеется,132,24.04.2014,Имеется,Снос,,01.12.2023,,8,"180,5",12,01.03.2024,,,,,,,,28.04.2014,2014,57
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Урульгинская, д. 93",26.05.2012,Эксплуатируемый,1957,1957,,Многоквартирный дом,1,1,1,12,"186,2","182,4",0,0,,Не имеется,,,70,24.04.2014,Не заполнено,Не заполнено,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,165/10,31.05.2010,Имеется,133,24.04.2014,Имеется,Снос,,01.12.2023,,8,"182,4",11,01.03.2024,,,,,,,,28.04.2014,2014,57
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Урульгинская, д. 95",,Эксплуатируемый,1956,1956,,Многоквартирный дом,1,1,1,8,"190,2",181,0,0,,Не имеется,,,70,24.04.2014,,,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,104/10,16.02.2010,Имеется,134,24.04.2014,Имеется,Снос,,01.12.2023,,7,"138,5",4,01.03.2024,,,,2,"42,7",,,28.04.2014,2014,58
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Урульгинская, д. 97",,Эксплуатируемый,1957,1957,,Многоквартирный дом,1,1,1,10,"196,9","196,8",0,0,,Не имеется,,,68,24.04.2014,,,Физический износ,,663-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,97/10,16.02.2010,Имеется,135,24.04.2014,Имеется,Снос,,01.12.2021,,8,"191,8",8,01.03.2022,,,,,,,,28.04.2014,2014,57
Забайкальский,Чита,"край. Забайкальский, г. Чита, п. Восточный, ул. Урульгинская, д. 99",09.02.2005,Эксплуатируемый,1956,1956,,Многоквартирный дом,1,1,1,10,"186,2","178,8",,,,Не заполнено,,,,,Не заполнено,Не заполнено,Физический износ,,529-р,Имеется,ОАО «Бюро проверки и разработки ПСД Забайкалстроя»,17/16,02.03.2016,Имеется,39,31.03.2016,Имеется,Снос,,01.12.2023,,4,"90,4",4,01.03.2024,,,,,,,,15.04.2016,2016,60
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Горбунова, д. 7",,Эксплуатируемый,1910,1910,,Многоквартирный дом,1,1,1,2,"46,3","43,1",0,,,Не имеется,,,,,,,Физический износ,,663-р,Имеется,"ООО""Строительно-информационная компания ""РИКС""""",Т-407/12,21.11.2012,Имеется,52,24.04.2014,Имеется,Снос,,01.12.2021,,1,"25,5",1,01.03.2022,,,,1,"17,6",,,28.04.2014,2014,104
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Дальневосточная, д. 26",,Эксплуатируемый,1914,1914,,Многоквартирный дом,2,2,2,6,207,206,0,0,,Не имеется,,,75,24.04.2014,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",103/12,11.07.2012,Имеется,53,24.04.2014,Имеется,Снос,,01.12.2023,,5,206,4,01.03.2024,,,,,,,,28.04.2014,2014,100
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Засопочная, д. 113",,Эксплуатируемый,1903,1903,бревенчатые,Многоквартирный дом,1,1,1,7,"132,6","132,5",,,"159,3",Не имеется,,,70,24.04.2014,,,Физический износ,,1469-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",43/10,11.02.2010,Имеется,56,24.04.2014,Имеется,Снос,,01.12.2023,,5,"108,8",3,01.03.2024,,,,,,,,26.09.2016,2016,113
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Ингодинская, д. 45",,Эксплуатируемый,1902,1902,,Многоквартирный дом,1,1,2,11,"195,2","187,7",,,,Не заполнено,,,,,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",137/11,01.06.2011,Имеется,57,24.04.2014,Имеется,Снос,,01.12.2024,,7,"180,2",6,01.03.2025,,,,,,,,28.04.2014,2014,112
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Ингодинская, д. 47",11.12.2012,Эксплуатируемый,1901,1901,,Многоквартирный дом,1,1,2,9,"120,2","120,1",,,,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",136/11,11.05.2011,Имеется,58,24.04.2014,Имеется,Снос,,01.12.2024,,3,120,9,01.03.2025,,,,,,,,28.04.2014,2014,113
Забайкальский,Чита,"край. Забайкальский, г. Чита, ул. Июньская, д. 19",,Эксплуатируемый,,1988,,Многоквартирный дом,1,1,1,27,254,"253,9",0,0,,Не имеется,,,70,24.04.2014,,,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",123/12,08.08.2012,Имеется,150,24.04.2014,Имеется,Снос,,01.12.2024,,9,"148,9",17,01.03.2025,,,,,,,,28.04.2014,2014,
Забайкальский,Кадала,"край. Забайкальский, г. Чита, ст. Кадала, ул. Аэродромная, д. 40",12.09.2012,Эксплуатируемый,1940,1940,,Многоквартирный дом,2,2,2,32,"519,3","470,4",0,0,660,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",263/10,05.08.2010,Имеется,37,24.04.2014,Имеется,Снос,,01.12.2023,,20,"470,4",32,01.03.2024,,,,,,,,28.04.2014,2014,74
Забайкальский,Кадала,"край. Забайкальский, г. Чита, ст. Кадала, ул. Аэродромная, д. 42",13.09.2012,Эксплуатируемый,1940,1940,,Многоквартирный дом,2,2,2,20,"519,4","467,2",0,0,,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,1469-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",312/10,02.11.2010,Имеется,38,24.04.2014,Имеется,Снос,,01.12.2023,,20,"465,3",8,01.03.2024,,,,,,,,26.09.2016,2016,76
Забайкальский,Кадала,"край. Забайкальский, г. Чита, п. Кадала, ул. Геологическая, д. 1",11.09.2012,Эксплуатируемый,1960,1960,,Многоквартирный дом,2,2,2,38,"551,5","551,5",0,0,,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",16.нояб.,20.01.2011,Имеется,50,24.04.2014,Имеется,Снос,,01.12.2023,,14,"402,3",14,01.03.2024,1,"33,6",0,5,"114,8",,,28.04.2014,2014,54
Забайкальский,Кадала,"край. Забайкальский, г. Чита, п. Кадала, ул. Геологическая, д. 3",18.09.2012,Эксплуатируемый,1961,1961,,Многоквартирный дом,2,2,2,32,545,"544,5",0,0,,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,663-р,Имеется,"ОАО ""Бюро проверки и разработки ПСД Забайкалстроя""",59/12,11.04.2012,Имеется,51,24.04.2014,Имеется,Снос,,01.12.2023,,19,"544,4",32,01.03.2024,,,,,,,,28.04.2014,2014,53
