"No.","Time","Source","Destination","Protocol","Length","Info"
"1014","3.790718","172.16.0.8","64.13.134.52","TCP","58","36051  >  705 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1015","3.790784","172.16.0.8","64.13.134.52","TCP","58","36051  >  1186 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1016","3.790849","172.16.0.8","64.13.134.52","TCP","58","36051  >  28201 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1017","3.790913","172.16.0.8","64.13.134.52","TCP","58","36051  >  7002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1018","3.790978","172.16.0.8","64.13.134.52","TCP","58","36051  >  27715 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1019","3.791042","172.16.0.8","64.13.134.52","TCP","58","36051  >  1046 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1020","3.791109","172.16.0.8","64.13.134.52","TCP","58","36051  >  1 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1021","3.791173","172.16.0.8","64.13.134.52","TCP","58","36051  >  9502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1022","3.791238","172.16.0.8","64.13.134.52","TCP","58","36051  >  5987 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1023","3.791312","172.16.0.8","64.13.134.52","TCP","58","36050  >  1783 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1024","3.791377","172.16.0.8","64.13.134.52","TCP","58","36050  >  4445 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1025","3.791445","172.16.0.8","64.13.134.52","TCP","58","36050  >  2381 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1026","3.791519","172.16.0.8","64.13.134.52","TCP","58","36050  >  45100 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1027","3.791592","172.16.0.8","64.13.134.52","TCP","58","36050  >  7019 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1028","3.791659","172.16.0.8","64.13.134.52","TCP","58","36050  >  16992 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1029","3.791725","172.16.0.8","64.13.134.52","TCP","58","36050  >  1174 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1030","3.791794","172.16.0.8","64.13.134.52","TCP","58","36050  >  13782 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1031","3.791859","172.16.0.8","64.13.134.52","TCP","58","36050  >  5902 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1032","3.791924","172.16.0.8","64.13.134.52","TCP","58","36050  >  9878 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1033","3.791989","172.16.0.8","64.13.134.52","TCP","58","36050  >  667 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1034","3.792053","172.16.0.8","64.13.134.52","TCP","58","36050  >  9080 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1035","3.792124","172.16.0.8","64.13.134.52","TCP","58","36050  >  5102 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1036","3.792188","172.16.0.8","64.13.134.52","TCP","58","36050  >  5877 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1037","3.792253","172.16.0.8","64.13.134.52","TCP","58","36050  >  1037 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1038","3.792319","172.16.0.8","64.13.134.52","TCP","58","36050  >  5907 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1039","3.792384","172.16.0.8","64.13.134.52","TCP","58","36050  >  211 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1040","3.792439","172.16.0.8","64.13.134.52","TCP","58","36050  >  2035 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1041","3.796589","172.16.0.8","64.13.134.52","TCP","58","36050  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1042","3.796647","172.16.0.8","64.13.134.52","TCP","58","36050  >  1112 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1043","3.796710","172.16.0.8","64.13.134.52","TCP","58","36050  >  2170 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1044","3.796774","172.16.0.8","64.13.134.52","TCP","58","36050  >  6101 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1045","3.796838","172.16.0.8","64.13.134.52","TCP","58","36050  >  800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1046","3.796903","172.16.0.8","64.13.134.52","TCP","58","36050  >  8994 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1047","3.796966","172.16.0.8","64.13.134.52","TCP","58","36050  >  2399 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1048","3.797033","172.16.0.8","64.13.134.52","TCP","58","36050  >  3580 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1049","3.797097","172.16.0.8","64.13.134.52","TCP","58","36050  >  89 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1050","3.797161","172.16.0.8","64.13.134.52","TCP","58","36050  >  8873 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1051","3.797225","172.16.0.8","64.13.134.52","TCP","58","36050  >  7106 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1052","3.797289","172.16.0.8","64.13.134.52","TCP","58","36050  >  8087 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1053","3.797343","172.16.0.8","64.13.134.52","TCP","58","36050  >  9594 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1054","3.797407","172.16.0.8","64.13.134.52","TCP","58","36050  >  1099 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1055","3.797470","172.16.0.8","64.13.134.52","TCP","58","36050  >  34573 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1056","3.797534","172.16.0.8","64.13.134.52","TCP","58","36050  >  5030 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1057","3.797598","172.16.0.8","64.13.134.52","TCP","58","36050  >  2702 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1058","3.840380","172.16.0.8","64.13.134.52","TCP","58","36051  >  32783 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1059","3.840462","172.16.0.8","64.13.134.52","TCP","58","36051  >  1443 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1060","3.840515","172.16.0.8","64.13.134.52","TCP","58","36051  >  19801 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1061","3.840567","172.16.0.8","64.13.134.52","TCP","58","36051  >  5802 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1062","3.840619","172.16.0.8","64.13.134.52","TCP","58","36051  >  9081 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1063","3.840672","172.16.0.8","64.13.134.52","TCP","58","36051  >  1137 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1064","3.840724","172.16.0.8","64.13.134.52","TCP","58","36051  >  1900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1065","3.840776","172.16.0.8","64.13.134.52","TCP","58","36051  >  4443 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1066","3.840828","172.16.0.8","64.13.134.52","TCP","58","36051  >  50500 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1067","3.840880","172.16.0.8","64.13.134.52","TCP","58","36051  >  2604 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1068","3.840932","172.16.0.8","64.13.134.52","TCP","58","36051  >  1059 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1069","3.840985","172.16.0.8","64.13.134.52","TCP","58","36051  >  10616 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1070","3.841037","172.16.0.8","64.13.134.52","TCP","58","36051  >  12000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1071","3.841089","172.16.0.8","64.13.134.52","TCP","58","36051  >  31038 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1072","3.841148","172.16.0.8","64.13.134.52","TCP","58","36050  >  9002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1073","3.841200","172.16.0.8","64.13.134.52","TCP","58","36050  >  5998 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1074","3.841252","172.16.0.8","64.13.134.52","TCP","58","36050  >  9503 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1075","3.841303","172.16.0.8","64.13.134.52","TCP","58","36050  >  1062 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1076","3.841355","172.16.0.8","64.13.134.52","TCP","58","36050  >  1217 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1077","3.841407","172.16.0.8","64.13.134.52","TCP","58","36050  >  50001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1078","3.841459","172.16.0.8","64.13.134.52","TCP","58","36050  >  3325 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1079","3.841512","172.16.0.8","64.13.134.52","TCP","58","36050  >  1011 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1080","3.841565","172.16.0.8","64.13.134.52","TCP","58","36050  >  1117 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1081","3.841616","172.16.0.8","64.13.134.52","TCP","58","36050  >  1533 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1082","3.841668","172.16.0.8","64.13.134.52","TCP","58","36050  >  3404 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1083","3.900397","172.16.0.8","64.13.134.52","TCP","58","36051  >  2035 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1084","3.900489","172.16.0.8","64.13.134.52","TCP","58","36051  >  211 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1085","3.900554","172.16.0.8","64.13.134.52","TCP","58","36051  >  5907 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1086","3.900624","172.16.0.8","64.13.134.52","TCP","58","36051  >  1037 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1087","3.900688","172.16.0.8","64.13.134.52","TCP","58","36051  >  5877 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1088","3.900752","172.16.0.8","64.13.134.52","TCP","58","36051  >  5102 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1089","3.900837","172.16.0.8","64.13.134.52","TCP","58","36051  >  9080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1090","3.900906","172.16.0.8","64.13.134.52","TCP","58","36051  >  667 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1091","3.900971","172.16.0.8","64.13.134.52","TCP","58","36051  >  9878 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1092","3.901035","172.16.0.8","64.13.134.52","TCP","58","36051  >  5902 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1093","3.901100","172.16.0.8","64.13.134.52","TCP","58","36051  >  13782 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1094","3.901164","172.16.0.8","64.13.134.52","TCP","58","36051  >  1174 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1095","3.901219","172.16.0.8","64.13.134.52","TCP","58","36051  >  16992 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1096","3.901282","172.16.0.8","64.13.134.52","TCP","58","36051  >  7019 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1097","3.901347","172.16.0.8","64.13.134.52","TCP","58","36051  >  45100 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1098","3.901411","172.16.0.8","64.13.134.52","TCP","58","36051  >  2381 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1099","3.901484","172.16.0.8","64.13.134.52","TCP","58","36051  >  4445 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1100","3.901548","172.16.0.8","64.13.134.52","TCP","58","36051  >  1783 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1101","3.901632","172.16.0.8","64.13.134.52","TCP","58","36050  >  902 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1102","3.901696","172.16.0.8","64.13.134.52","TCP","58","36050  >  3690 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1103","3.901765","172.16.0.8","64.13.134.52","TCP","58","36050  >  8089 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1104","3.901829","172.16.0.8","64.13.134.52","TCP","58","36050  >  1010 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1105","3.901893","172.16.0.8","64.13.134.52","TCP","58","36050  >  8402 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1106","3.901964","172.16.0.8","64.13.134.52","TCP","58","36050  >  9090 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1107","3.902027","172.16.0.8","64.13.134.52","TCP","58","36050  >  3527 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1108","3.902091","172.16.0.8","64.13.134.52","TCP","58","36050  >  992 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1109","3.902155","172.16.0.8","64.13.134.52","TCP","58","36050  >  8652 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1110","3.902219","172.16.0.8","64.13.134.52","TCP","58","36050  >  255 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1111","3.902287","172.16.0.8","64.13.134.52","TCP","58","36050  >  33354 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1112","3.902351","172.16.0.8","64.13.134.52","TCP","58","36050  >  1050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1113","3.902415","172.16.0.8","64.13.134.52","TCP","58","36050  >  1782 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1114","3.902479","172.16.0.8","64.13.134.52","TCP","58","36050  >  406 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1115","3.902543","172.16.0.8","64.13.134.52","TCP","58","36050  >  22939 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1116","3.906684","172.16.0.8","64.13.134.52","TCP","58","36051  >  2702 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1117","3.906739","172.16.0.8","64.13.134.52","TCP","58","36051  >  5030 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1118","3.906792","172.16.0.8","64.13.134.52","TCP","58","36051  >  34573 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1119","3.906863","172.16.0.8","64.13.134.52","TCP","58","36051  >  1099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1120","3.906916","172.16.0.8","64.13.134.52","TCP","58","36051  >  9594 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1121","3.906968","172.16.0.8","64.13.134.52","TCP","58","36051  >  8087 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1122","3.907019","172.16.0.8","64.13.134.52","TCP","58","36051  >  7106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1123","3.907084","172.16.0.8","64.13.134.52","TCP","58","36051  >  8873 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1124","3.907148","172.16.0.8","64.13.134.52","TCP","58","36051  >  89 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1125","3.907213","172.16.0.8","64.13.134.52","TCP","58","36051  >  3580 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1126","3.907277","172.16.0.8","64.13.134.52","TCP","58","36051  >  2399 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1127","3.907342","172.16.0.8","64.13.134.52","TCP","58","36051  >  8994 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1128","3.907398","172.16.0.8","64.13.134.52","TCP","58","36051  >  800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1129","3.907463","172.16.0.8","64.13.134.52","TCP","58","36051  >  6101 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1130","3.907527","172.16.0.8","64.13.134.52","TCP","58","36051  >  2170 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1131","3.907591","172.16.0.8","64.13.134.52","TCP","58","36051  >  1112 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1132","3.907656","172.16.0.8","64.13.134.52","TCP","58","36051  >  144 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1133","3.950346","172.16.0.8","64.13.134.52","TCP","58","36051  >  3404 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1134","3.950426","172.16.0.8","64.13.134.52","TCP","58","36051  >  1533 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1135","3.950491","172.16.0.8","64.13.134.52","TCP","58","36051  >  1117 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1136","3.950559","172.16.0.8","64.13.134.52","TCP","58","36051  >  1011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1137","3.950623","172.16.0.8","64.13.134.52","TCP","58","36051  >  3325 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1138","3.950689","172.16.0.8","64.13.134.52","TCP","58","36051  >  50001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1139","3.950743","172.16.0.8","64.13.134.52","TCP","58","36051  >  1217 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1140","3.950889","172.16.0.8","64.13.134.52","TCP","58","36051  >  1062 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1141","3.950943","172.16.0.8","64.13.134.52","TCP","58","36051  >  9503 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1142","3.951006","172.16.0.8","64.13.134.52","TCP","58","36051  >  5998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1143","3.951071","172.16.0.8","64.13.134.52","TCP","58","36051  >  9002 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1144","3.951147","172.16.0.8","64.13.134.52","TCP","58","36050  >  524 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1145","3.951211","172.16.0.8","64.13.134.52","TCP","58","36050  >  5100 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1146","3.951275","172.16.0.8","64.13.134.52","TCP","58","36050  >  1091 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1147","3.951345","172.16.0.8","64.13.134.52","TCP","58","36050  >  15000 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1148","3.951409","172.16.0.8","64.13.134.52","TCP","58","36050  >  19 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1149","3.951481","172.16.0.8","64.13.134.52","TCP","58","36050  >  2042 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1150","3.951565","172.16.0.8","64.13.134.52","TCP","58","36050  >  1138 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1151","3.951633","172.16.0.8","64.13.134.52","TCP","58","36050  >  5960 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1152","3.951686","172.16.0.8","64.13.134.52","TCP","58","36050  >  2144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1153","3.951739","172.16.0.8","64.13.134.52","TCP","58","36050  >  1106 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1154","3.951792","172.16.0.8","64.13.134.52","TCP","58","36050  >  4446 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1155","3.951845","172.16.0.8","64.13.134.52","TCP","58","36050  >  5432 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1156","3.951898","172.16.0.8","64.13.134.52","TCP","58","36050  >  8085 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1157","3.951950","172.16.0.8","64.13.134.52","TCP","58","36050  >  2119 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1158","4.010347","172.16.0.8","64.13.134.52","TCP","58","36051  >  22939 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1159","4.010422","172.16.0.8","64.13.134.52","TCP","58","36051  >  406 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1160","4.010488","172.16.0.8","64.13.134.52","TCP","58","36051  >  1782 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1161","4.010553","172.16.0.8","64.13.134.52","TCP","58","36051  >  1050 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1162","4.010617","172.16.0.8","64.13.134.52","TCP","58","36051  >  33354 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1163","4.010682","172.16.0.8","64.13.134.52","TCP","58","36051  >  255 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1164","4.010737","172.16.0.8","64.13.134.52","TCP","58","36051  >  8652 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1165","4.010801","172.16.0.8","64.13.134.52","TCP","58","36051  >  992 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1166","4.010865","172.16.0.8","64.13.134.52","TCP","58","36051  >  3527 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1167","4.010929","172.16.0.8","64.13.134.52","TCP","58","36051  >  9090 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1168","4.010994","172.16.0.8","64.13.134.52","TCP","58","36051  >  8402 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1169","4.011058","172.16.0.8","64.13.134.52","TCP","58","36051  >  1010 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1170","4.011125","172.16.0.8","64.13.134.52","TCP","58","36051  >  8089 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1171","4.011190","172.16.0.8","64.13.134.52","TCP","58","36051  >  3690 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1172","4.011254","172.16.0.8","64.13.134.52","TCP","58","36051  >  902 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1173","4.011331","172.16.0.8","64.13.134.52","TCP","58","36050  >  1971 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1174","4.011395","172.16.0.8","64.13.134.52","TCP","58","36050  >  5222 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1175","4.011462","172.16.0.8","64.13.134.52","TCP","58","36050  >  1100 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1176","4.011633","172.16.0.8","64.13.134.52","TCP","58","36050  >  6668 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1177","4.011699","172.16.0.8","64.13.134.52","TCP","58","36050  >  8600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1178","4.011768","172.16.0.8","64.13.134.52","TCP","58","36050  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1179","4.011835","172.16.0.8","64.13.134.52","TCP","58","36050  >  714 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1180","4.011899","172.16.0.8","64.13.134.52","TCP","58","36050  >  7921 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1181","4.011964","172.16.0.8","64.13.134.52","TCP","58","36050  >  6112 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1182","4.012028","172.16.0.8","64.13.134.52","TCP","58","36050  >  50300 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1183","4.012093","172.16.0.8","64.13.134.52","TCP","58","36050  >  6156 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1184","4.012162","172.16.0.8","64.13.134.52","TCP","58","36050  >  13783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1185","4.012227","172.16.0.8","64.13.134.52","TCP","58","36050  >  8007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1186","4.012291","172.16.0.8","64.13.134.52","TCP","58","36050  >  32773 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1187","4.012356","172.16.0.8","64.13.134.52","TCP","58","36050  >  1105 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1188","4.012420","172.16.0.8","64.13.134.52","TCP","58","36050  >  5050 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1189","4.012489","172.16.0.8","64.13.134.52","TCP","58","36050  >  1175 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1190","4.012554","172.16.0.8","64.13.134.52","TCP","58","36050  >  3260 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1191","4.016649","172.16.0.8","64.13.134.52","TCP","58","36050  >  9001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1192","4.016703","172.16.0.8","64.13.134.52","TCP","58","36050  >  15003 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1193","4.016755","172.16.0.8","64.13.134.52","TCP","58","36050  >  70 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1194","4.016813","172.16.0.8","64.13.134.52","TCP","58","36050  >  2003 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1195","4.016876","172.16.0.8","64.13.134.52","TCP","58","36050  >  1030 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1196","4.016941","172.16.0.8","64.13.134.52","TCP","58","36050  >  543 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1197","4.017005","172.16.0.8","64.13.134.52","TCP","58","36050  >  1132 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1198","4.017069","172.16.0.8","64.13.134.52","TCP","58","36050  >  64623 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1199","4.017133","172.16.0.8","64.13.134.52","TCP","58","36050  >  6007 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1200","4.017202","172.16.0.8","64.13.134.52","TCP","58","36050  >  3300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1201","4.017265","172.16.0.8","64.13.134.52","TCP","58","36050  >  222 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1202","4.017329","172.16.0.8","64.13.134.52","TCP","58","36050  >  8194 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1203","4.017393","172.16.0.8","64.13.134.52","TCP","58","36050  >  10628 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1204","4.017456","172.16.0.8","64.13.134.52","TCP","58","36050  >  4444 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1205","4.017645","172.16.0.8","64.13.134.52","TCP","58","36050  >  79 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1206","4.017718","172.16.0.8","64.13.134.52","TCP","58","36050  >  7938 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1207","4.017783","172.16.0.8","64.13.134.52","TCP","58","36050  >  1032 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"1208","4.060352","172.16.0.8","64.13.134.52","TCP","58","36051  >  2119 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1209","4.060429","172.16.0.8","64.13.134.52","TCP","58","36051  >  8085 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1210","4.060494","172.16.0.8","64.13.134.52","TCP","58","36051  >  5432 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1211","4.060558","172.16.0.8","64.13.134.52","TCP","58","36051  >  4446 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1212","4.060623","172.16.0.8","64.13.134.52","TCP","58","36051  >  1106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1213","4.060687","172.16.0.8","64.13.134.52","TCP","58","36051  >  2144 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"1214","4.060753","172.16.0.8","64.13.134.52","TCP","58","36051  >  5960 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"1215","4.060818","172.16.0.8","64.13.134.52","TCP","58","36051  >  1138 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
