time,source,destination,protocol,length,tcp_retransmission,srcport,dstport,flags,seq_ack,win,len,mss,10
2.005786,172.16.0.8,64.13.134.52,TCP,58,False,36050,5825,[SYN],Seq=0,Win=3072,Len=0,MSS=1460,
2.005849,172.16.0.8,64.13.134.52,TCP,58,False,36050,9898,[SYN],Seq=0,Win=1024,Len=0,MSS=1460,
2.005913,172.16.0.8,64.13.134.52,TCP,58,False,36050,27355,[SYN],Seq=0,Win=2048,Len=0,MSS=1460,
2.005977,172.16.0.8,64.13.134.52,TCP,58,False,36050,1583,[SYN],Seq=0,Win=3072,Len=0,MSS=1460,
2.006037,172.16.0.8,64.13.134.52,TCP,58,False,36050,6580,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
2.0061,172.16.0.8,64.13.134.52,TCP,58,False,36050,3001,[SYN],Seq=0,Win=2048,Len=0,MSS=1460,
2.006164,172.16.0.8,64.13.134.52,TCP,58,False,36050,2190,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
2.0062279999999997,172.16.0.8,64.13.134.52,TCP,58,False,36050,49155,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
2.0703080000000003,172.16.0.8,64.13.134.52,TCP,58,False,36051,2869,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
2.0704,172.16.0.8,64.13.134.52,TCP,58,False,36051,497,[SYN],Seq=0,Win=2048,Len=0,MSS=1460,
2.070465,172.16.0.8,64.13.134.52,TCP,58,False,36051,61532,[SYN],Seq=0,Win=2048,Len=0,MSS=1460,
2.0705299999999998,172.16.0.8,64.13.134.52,TCP,58,False,36051,2106,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
2.070595,172.16.0.8,64.13.134.52,TCP,58,False,36051,1073,[SYN],Seq=0,Win=3072,Len=0,MSS=1460,
2.070659,172.16.0.8,64.13.134.52,TCP,58,False,36051,13456,[SYN],Seq=0,Win=3072,Len=0,MSS=1460,
2.070728,172.16.0.8,64.13.134.52,TCP,58,False,36051,15660,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
